,Time,BvM,SE
0,2900081.0,0.8517550266855133,0.0030021878430936204
1,2920081.0,0.8534572432873158,0.0029883226536842355
2,2940081.0,0.8514766158321035,0.002974996023722192
3,2960081.0,0.8465736327467399,0.003053269399352289
4,2980081.0,0.847418861344586,0.0030060375673524238
