,Time,BvM,SE
0,10800081.0,0.4902143311537597,0.0037513791653649574
1,10820081.0,0.48955092129757516,0.0037268339115763627
2,10840081.0,0.48251764897747323,0.003740858135827267
3,10860081.0,0.4842129303867173,0.0037486844786058233
4,10880081.0,0.48208926976070526,0.0037381795136984626
