,Time,BvM,SE
0,10600081.0,0.4973800945523688,0.0037613647240377166
1,10620081.0,0.4974386393610651,0.0037645957156468863
2,10640081.0,0.4912410070885198,0.0037489322045640107
3,10660081.0,0.4981089180287181,0.0037570420348005057
4,10680081.0,0.4950594357101352,0.0037482550382934503
